loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	174	3.50	4.15	2.02	.00	.68	.00	.00	.66	.00	.00
	175	5.09	4.21	1.96	.00	.71	.00	.00	.80	.00	.00
	176	5.30	4.26	1.91	.00	.73	.00	.00	.95	.00	.00
	177	5.50	4.30	1.85	.00	.77	.00	.00	1.87	.00	.00
	178	5.70	4.34	1.79	.00	.80	.00	.00	2.00	.00	.00
	179	5.89	4.37	1.73	.00	.84	.00	.00	2.12	.00	.00
	180	6.06	4.39	1.68	.00	.00	.00	.00	2.22	.00	.00
	181	6.22	4.41	1.62	.00	.00	.00	.00	2.31	.00	.00
	182	6.36	4.42	1.57	.00	.00	.00	.00	2.39	.00	.00
	183	6.47	3.23	1.52	.00	.00	.00	.00	2.44	.00	.00
	184	6.57	3.25	1.47	.00	.00	.00	.00	2.49	.00	.00
	185	6.64	3.27	1.43	.00	.00	.00	.00	2.52	.00	.00
	186	6.68	3.27	1.38	.00	.00	.00	.00	2.54	.00	.00
	187	6.70	3.27	1.34	.00	.00	.00	.00	2.55	.00	.00
	188	6.69	3.26	1.30	.00	.00	.00	.00	.00	.00	.00
	189	6.67	3.24	.91	.00	.00	.00	.00	.00	.00	.00
	190	6.61	3.21	.90	.00	.00	.00	.00	.00	.00	.00
	191	6.54	3.17	.93	.00	.00	.00	.00	.00	.00	.00
	192	6.44	3.13	1.01	.00	.00	.00	.00	.00	.00	.00
	193	6.33	3.08	1.09	.00	.00	.00	.00	.00	.00	.00
	194	6.20	3.02	1.12	.00	.00	.00	.00	.00	.00	.00
	195	6.06	2.95	1.14	.00	.00	.00	.00	.00	.00	.00
	196	10.43	.00	1.17	.00	.00	.00	.00	.00	.00	.00
	197	13.00	.00	1.21	.00	.00	.00	.00	.00	.00	.00
	198	15.58	.00	1.24	.00	.00	.00	.00	.00	.00	.00
	199	17.88	.00	1.29	.00	.00	.00	.00	.00	.00	.00
	200	19.82	.00	1.33	.00	.00	.00	.00	.00	.00	.00
	201	21.40	.00	1.39	.00	.00	.00	.00	.00	.00	.00
	202	22.62	.00	1.45	.00	.00	.00	.00	.00	.00	.00
	203	23.53	.00	1.51	.00	.00	.00	.00	.00	.00	.00
	204	24.17	.00	1.58	.00	.00	.00	.00	.00	.00	.00
