loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	186	1.27	3.36	2.16	.00	.00	.00	.00	.50	.00	.00
	187	1.27	3.85	2.14	.00	.00	.00	.00	.41	.00	.00
	188	1.26	4.31	2.12	.00	.00	.00	.00	.00	.00	.00
	189	1.25	4.75	2.23	.00	.00	.00	.00	.00	.00	.00
	190	1.23	5.13	2.25	.00	.00	.00	.00	.00	.00	.00
	191	1.21	5.47	2.25	.00	.00	.00	.00	.00	.00	.00
	192	1.18	5.75	2.25	.00	.00	.00	.00	.00	.00	.00
	193	1.16	5.97	2.25	.00	.00	.00	.00	.00	.00	.00
	194	1.14	6.14	2.31	.00	.00	.00	.00	.00	.00	.00
	195	1.11	6.26	2.38	.00	.00	.00	.00	.00	.00	.00
	196	1.84	.00	2.46	.00	.00	.00	.00	.00	.00	.00
	197	2.02	.00	2.55	.00	.00	.00	.00	.00	.00	.00
	198	2.23	.00	2.66	.00	.00	.00	.00	.00	.00	.00
	199	2.46	.00	2.79	.00	.00	.00	.00	.00	.00	.00
	200	2.72	.00	2.94	.00	.00	.00	.00	.00	.00	.00
	201	2.98	.00	3.10	.00	.00	.00	.00	.00	.00	.00
	202	3.23	.00	3.28	.00	.00	.00	.00	.00	.00	.00
	203	3.46	.00	3.48	.00	.00	.00	.00	.00	.00	.00
	204	3.66	.00	3.70	.00	.00	.00	.00	.00	.00	.00
	205	3.85	.00	3.91	.00	.00	.00	.00	.00	.00	.00
	206	2.48	.00	4.15	.00	.00	.00	.00	.00	.00	.00
	207	1.41	.00	4.38	.00	.00	.00	.00	.00	.00	.00
	208	1.42	.00	4.61	.00	.00	.00	.00	.00	.00	.00
	209	1.42	.00	4.85	.00	.00	.00	.00	.00	.00	.00
	210	1.43	.00	5.07	.00	.00	.00	.00	.00	.00	.00
	211	1.43	.00	5.29	.00	.00	.00	.00	.00	.00	.00
	212	1.44	.00	5.50	.00	.00	.00	.00	.00	.00	.00
	213	1.45	.00	5.69	.00	.00	.00	.00	.00	.00	.00
	214	1.47	.00	5.86	.00	.00	.00	.00	.00	.00	.00
	215	1.50	.00	6.02	.00	.00	.00	.00	.00	.00	.00
	216	1.26	.00	6.16	.00	.00	.00	.00	.00	.00	.00
	217	1.30	.00	6.28	.00	.00	.00	.00	.00	.00	.00
	218	1.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	1.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	1.39	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	1.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	1.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	1.39	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	1.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	1.36	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	1.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	1.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	1.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	1.69	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	1.89	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	2.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	2.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	1.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	1.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
