loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	220	3.93	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	4.03	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	4.08	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	4.07	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	4.01	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	3.90	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	3.77	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	3.60	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	2.71	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	2.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	2.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	2.20	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	2.02	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	1.26	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	1.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	.81	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	.67	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	.26	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	.18	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	.16	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	2.47	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	4.17	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	5.86	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	7.26	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	7.57	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	7.70	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	7.74	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	7.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
