loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	158	.54	.63	1.85	.00	3.63	7.25	4.45	.48	.06	.00
	159	.48	.60	1.73	.00	3.57	7.28	4.33	.47	.02	.00
	160	.42	.58	1.62	.00	3.51	5.07	4.21	.45	.01	.00
	161	.38	.56	1.52	.00	3.45	5.20	4.10	.44	.00	.00
	162	.35	.65	.97	.00	2.57	5.30	3.98	.43	.01	.00
	163	.32	.89	1.24	.00	2.46	5.38	3.87	.42	.04	.00
	164	.31	1.14	1.54	.00	2.34	5.42	3.76	.41	.09	.00
	165	.31	1.39	1.89	.00	2.22	5.43	3.65	.40	.15	.00
	166	.32	1.61	2.29	.00	2.09	5.41	3.55	.40	.24	.00
	167	.34	1.49	2.72	.00	1.96	5.37	3.44	.39	.33	.00
	168	.36	1.31	3.19	.00	1.84	5.29	3.34	.39	.44	.00
	169	.40	1.14	3.69	.00	1.71	5.20	3.24	.40	.57	.00
	170	.45	.99	4.22	.00	1.59	5.09	3.15	.40	.70	.00
	171	.50	.87	4.77	.00	1.47	4.96	3.06	.41	.84	.00
	172	.56	.78	5.34	.00	1.35	4.82	2.97	.41	.99	.00
	173	.62	.72	5.91	.00	1.24	4.68	2.88	.00	1.14	.00
	174	.69	.68	6.48	.00	1.13	4.54	.00	.00	1.30	.00
	175	.76	.64	7.06	.00	1.03	.00	.00	.00	1.46	.00
	176	.83	.59	7.62	.00	.93	.00	.00	.00	1.61	.00
	177	.90	.54	8.18	.00	.84	.00	.00	.00	1.76	.00
	178	.97	.49	8.72	.00	.74	.00	.00	.00	1.91	.00
	179	1.04	.44	9.24	.00	.66	.00	.00	.00	2.05	.00
	180	1.11	.39	9.74	.00	.58	.00	.00	.00	2.19	.00
	181	1.18	.35	10.22	.00	.51	.00	.00	.00	2.32	.00
	182	1.25	.31	10.68	.00	.44	.00	.00	.00	2.44	.00
	183	1.31	.27	11.11	.00	.38	.00	.00	.00	2.56	.00
	184	.50	.24	11.52	.00	.32	.00	.00	.00	2.67	.00
	185	.57	.21	11.90	.00	.28	.00	.00	.00	.00	.00
	186	.65	.19	12.26	.00	.99	.00	.00	.00	.00	.00
	187	.73	.16	15.24	.00	1.01	.00	.00	.00	.00	.00
	188	.82	.14	15.18	.00	1.04	.00	.00	.00	.00	.00
	189	.91	.14	15.00	.00	1.07	.00	.00	.00	.00	.00
	190	1.00	.15	14.72	.00	1.10	.00	.00	.00	.00	.00
	191	1.10	.18	14.33	.00	1.14	.00	.00	.00	.00	.00
