loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	247	6.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	6.70	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	5.82	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	4.84	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	3.69	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	2.53	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	2.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	2.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	2.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	2.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	2.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	2.25	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	2.19	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	2.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	2.01	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	1.92	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	1.82	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	1.72	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	1.63	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
