loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	212	2.51	.00	3.47	.00	.00	.00	.00	.00	.00	.00
	213	2.68	.00	3.40	.00	.00	.00	.00	.00	.00	.00
	214	2.84	.00	3.31	.00	.00	.00	.00	.00	.00	.00
	215	2.99	.00	3.22	.00	.00	.00	.00	.00	.00	.00
	216	6.29	.00	3.13	.00	.00	.00	.00	.00	.00	.00
	217	6.26	.00	3.04	.00	.00	.00	.00	.00	.00	.00
	218	6.19	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	6.09	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	5.95	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	5.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	5.61	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	5.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	5.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	5.02	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	4.81	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	4.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	3.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	3.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	3.97	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	4.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	4.24	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	4.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	4.44	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	4.53	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	4.60	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	4.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	4.71	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	4.74	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	4.75	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	4.75	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	3.73	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	3.93	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	4.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	4.28	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	4.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	4.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	4.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	2.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	1.93	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	1.63	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	1.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	1.45	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	1.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	1.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	1.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	1.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	1.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	1.45	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	1.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	1.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	1.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	1.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	1.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	1.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	2.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	2.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
