loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	159	9.11	1.50	.19	.90	2.54	.00	.00	6.92	.00	.00
	160	8.88	1.52	.19	.93	2.79	.00	.00	6.97	.00	.00
	161	8.63	1.52	.19	.98	3.05	.00	.00	6.96	.00	.00
	162	8.38	1.52	.20	1.03	3.32	.00	.00	6.89	.00	.00
	163	8.13	1.51	.20	1.09	3.59	.00	.00	6.78	.00	.00
	164	7.87	1.49	.20	1.15	3.87	.00	.00	6.63	.00	.00
	165	7.61	1.46	.20	1.21	4.15	.00	.00	5.03	.00	.00
	166	7.35	1.42	.20	1.28	4.44	.00	.00	4.22	.00	.00
	167	7.08	1.37	.20	1.35	4.72	.00	.00	3.42	.00	.00
	168	6.82	1.31	.20	.00	5.01	.00	.00	2.64	.00	.00
	169	6.56	1.24	.20	.00	5.30	.00	.00	1.90	.00	.00
	170	6.29	1.17	.20	.00	5.58	.00	.00	1.25	.00	.00
	171	6.03	1.10	.20	.00	5.86	.00	.00	.72	.00	.00
	172	5.78	1.02	.19	.00	6.14	.00	.00	.35	.00	.00
	173	5.53	.95	.19	.00	6.41	.00	.00	.15	.00	.00
	174	5.28	.88	.19	.00	6.67	.00	.00	.11	.00	.00
	175	.74	.81	.18	.00	6.92	.00	.00	.22	.00	.00
	176	.79	.74	.18	.00	7.17	.00	.00	.43	.00	.00
	177	.84	.68	.17	.00	7.41	.00	.00	2.09	.00	.00
	178	.91	.62	.17	.00	7.64	.00	.00	2.00	.00	.00
	179	.99	.57	.16	.00	7.86	.00	.00	1.92	.00	.00
	180	1.07	.53	.16	.00	.00	.00	.00	1.86	.00	.00
	181	1.16	.50	.16	.00	.00	.00	.00	1.83	.00	.00
	182	1.25	.47	.15	.00	.00	.00	.00	1.82	.00	.00
	183	1.35	.52	.15	.00	.00	.00	.00	1.84	.00	.00
	184	1.44	.42	.14	.00	.00	.00	.00	1.87	.00	.00
	185	1.53	.33	.14	.00	.00	.00	.00	1.93	.00	.00
	186	1.62	.25	.14	.00	.00	.00	.00	2.00	.00	.00
	187	1.70	.18	.13	.00	.00	.00	.00	2.07	.00	.00
	188	1.78	.12	.13	.00	.00	.00	.00	.00	.00	.00
